"Subject.Id" "Activity.Id" "TimeDomain.BodyAcceleration.Mean.X" "TimeDomain.BodyAcceleration.Mean.Y" "TimeDomain.BodyAcceleration.Mean.Z" "TimeDomain.BodyAcceleration.StandardDeviation.X" "TimeDomain.BodyAcceleration.StandardDeviation.Y" "TimeDomain.BodyAcceleration.StandardDeviation.Z" "TimeDomain.GravityAcceleration.Mean.X" "TimeDomain.GravityAcceleration.Mean.Y" "TimeDomain.GravityAcceleration.Mean.Z" "TimeDomain.GravityAcceleration.StandardDeviation.X" "TimeDomain.GravityAcceleration.StandardDeviation.Y" "TimeDomain.GravityAcceleration.StandardDeviation.Z" "TimeDomain.BodyAccelerationJerk.Mean.X" "TimeDomain.BodyAccelerationJerk.Mean.Y" "TimeDomain.BodyAccelerationJerk.Mean.Z" "TimeDomain.BodyAccelerationJerk.StandardDeviation.X" "TimeDomain.BodyAccelerationJerk.StandardDeviation.Y" "TimeDomain.BodyAccelerationJerk.StandardDeviation.Z" "TimeDomain.BodyAngularSpeed.Mean.X" "TimeDomain.BodyAngularSpeed.Mean.Y" "TimeDomain.BodyAngularSpeed.Mean.Z" "TimeDomain.BodyAngularSpeed.StandardDeviation.X" "TimeDomain.BodyAngularSpeed.StandardDeviation.Y" "TimeDomain.BodyAngularSpeed.StandardDeviation.Z" "TimeDomain.BodyAngularAcceleration.Mean.X" "TimeDomain.BodyAngularAcceleration.Mean.Y" "TimeDomain.BodyAngularAcceleration.Mean.Z" "TimeDomain.BodyAngularAcceleration.StandardDeviation.X" "TimeDomain.BodyAngularAcceleration.StandardDeviation.Y" "TimeDomain.BodyAngularAcceleration.StandardDeviation.Z" "TimeDomain.BodyAccelerationMagnitude.Mean" "TimeDomain.BodyAccelerationMagnitude.StandardDeviation" "TimeDomain.GravityAccelerationMagnitude.Mean" "TimeDomain.GravityAccelerationMagnitude.StandardDeviation" "TimeDomain.BodyAccelerationJerkMagnitude.Mean" "TimeDomain.BodyAccelerationJerkMagnitude.StandardDeviation" "TimeDomain.BodyAngularSpeedMagnitude.Mean" "TimeDomain.BodyAngularSpeedMagnitude.StandardDeviation" "TimeDomain.BodyAngularAccelerationMagnitude.Mean" "TimeDomain.BodyAngularAccelerationMagnitude.StandardDeviation" "FrequencyDomain.BodyAcceleration.Mean.X" "FrequencyDomain.BodyAcceleration.Mean.Y" "FrequencyDomain.BodyAcceleration.Mean.Z" "FrequencyDomain.BodyAcceleration.StandardDeviation.X" "FrequencyDomain.BodyAcceleration.StandardDeviation.Y" "FrequencyDomain.BodyAcceleration.StandardDeviation.Z" "FrequencyDomain.BodyAcceleration.MeanFrequency.X" "FrequencyDomain.BodyAcceleration.MeanFrequency.Y" "FrequencyDomain.BodyAcceleration.MeanFrequency.Z" "FrequencyDomain.BodyAccelerationJerk.Mean.X" "FrequencyDomain.BodyAccelerationJerk.Mean.Y" "FrequencyDomain.BodyAccelerationJerk.Mean.Z" "FrequencyDomain.BodyAccelerationJerk.StandardDeviation.X" "FrequencyDomain.BodyAccelerationJerk.StandardDeviation.Y" "FrequencyDomain.BodyAccelerationJerk.StandardDeviation.Z" "FrequencyDomain.BodyAccelerationJerk.MeanFrequency.X" "FrequencyDomain.BodyAccelerationJerk.MeanFrequency.Y" "FrequencyDomain.BodyAccelerationJerk.MeanFrequency.Z" "FrequencyDomain.BodyAngularSpeed.Mean.X" "FrequencyDomain.BodyAngularSpeed.Mean.Y" "FrequencyDomain.BodyAngularSpeed.Mean.Z" "FrequencyDomain.BodyAngularSpeed.StandardDeviation.X" "FrequencyDomain.BodyAngularSpeed.StandardDeviation.Y" "FrequencyDomain.BodyAngularSpeed.StandardDeviation.Z" "FrequencyDomain.BodyAngularSpeed.MeanFrequency.X" "FrequencyDomain.BodyAngularSpeed.MeanFrequency.Y" "FrequencyDomain.BodyAngularSpeed.MeanFrequency.Z" "FrequencyDomain.BodyAccelerationMagnitude.Mean" "FrequencyDomain.BodyAccelerationMagnitude.StandardDeviation" "FrequencyDomain.BodyAccelerationMagnitude.MeanFrequency" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude.Mean" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude.StandardDeviation" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude.MeanFrequency" "FrequencyDomain.BodyBodyAngularSpeedMagnitude.Mean" "FrequencyDomain.BodyBodyAngularSpeedMagnitude.StandardDeviation" "FrequencyDomain.BodyBodyAngularSpeedMagnitude.MeanFrequency" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude.Mean" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude.StandardDeviation" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude.MeanFrequency" "angletBodyAccelerationMean.gravity" "angletBodyAccelerationJerkMean.gravityMean" "angletBodyAngularSpeedMean.gravityMean" "angletBodyAngularAccelerationMean.gravityMean" "angleX.gravityMean" "angleY.gravityMean" "angleZ.gravityMean"
7 "STANDING" 0.282723539433962 -0.0145740341037736 -0.0997778303207547 -0.979307570377358 -0.923400921886792 -0.917064168490566 0.958728687924528 -0.117607048924528 -0.0516573721320755 -0.987917503962264 -0.966162998679245 -0.939161014716981 0.0751915112830189 0.00694700354075472 -0.0108420294035849 -0.976403544716981 -0.965810609622642 -0.972060053207547 -0.0291582212545283 -0.0774336443396226 0.0851045000566038 -0.945247687358491 -0.949646946792453 -0.951630777358491 -0.0901539662169811 -0.0412797611886792 -0.0545390015471698 -0.96598339754717 -0.976837757358491 -0.978166790943396 -0.942724659245283 -0.933590156792453 -0.942724659245283 -0.933590156792453 -0.973381306226415 -0.968566356037736 -0.943425564528302 -0.918438958867924 -0.977377083018868 -0.97210793 -0.976681834339623 -0.941883783773585 -0.938550519811321 -0.980541336037736 -0.919118753018868 -0.912358813773585 -0.079704728245283 -0.159730059003774 0.00098894010754717 -0.990764189622641 -0.998068227358491 -0.998979217169811 -0.999179419811321 -0.999018954716981 -0.998644063018868 -0.976323086226415 -0.967165093018868 -0.968229643018868 -0.898572340754717 -0.855216770188679 -0.341132075471698 -0.375849056603774 -0.215849056603774 0.098774853689 -0.996965125660377 -0.998725190377359 -0.998861191886792 -0.999266744150943 -0.999238025660377 -0.954339406415094 -0.950106551886792 -0.951457253962264 -0.995691632075472 -0.971475687924528 -0.472379392207547 -0.174303029035849 -0.504186234528302 -0.117595879301887 -0.99748095754717 -0.998198926603774 -0.997503058490566 -0.996446146415094 -0.998933700566038 -0.995192471509434 -0.999354070566038 -0.99979925509434
7 "WALKING" 0.275592961754386 -0.018653665345614 -0.110912234947368 -0.327243240701754 -0.0772618561052631 0.159631283261403 0.932566472280702 -0.159097003684211 -0.160846924029807 -0.979851271403509 -0.969404155087719 -0.952159770526316 0.0901462649192983 0.0184322723280702 -0.0210398551649123 -0.346026226140351 -0.0547448948245614 -0.149488514397895 0.00228835208526316 -0.0837113724842105 0.0641104602035088 -0.503313517017544 -0.23109830545614 -0.396013535263158 -0.123654199751333 -0.0447766029745614 -0.0495713093294737 -0.21166729682807 -0.174136410738596 -0.458302971403509 -0.0978090439438596 -0.198554708385965 -0.0978090439438596 -0.198554708385965 -0.192948900438596 -0.027557329277193 -0.305959351403509 -0.19828316695614 -0.300022779964912 -0.0953401161070176 -0.343048405789474 -0.0641564202736842 0.0385832252345614 -0.322034908070175 -0.143721823263158 0.133316828089298 -0.313727371842105 0.160434129035088 0.124630171101754 -0.771405735263158 -0.562234690175439 -0.560169963847368 -0.794835885087719 -0.775372819824561 -0.676336824035088 -0.383715797719298 -0.123192887383684 -0.106490372892632 0.584842134561404 0.587819735087719 -0.465263157894737 -0.450526315789474 -0.372631578947368 -0.284586506210526 -0.787946244035088 -0.596828556666667 -0.497866248122807 -0.706769455789474 -0.798812833508772 -0.463270018245614 -0.396798146140351 -0.615903130877193 -0.813822016666667 -0.44333913245614 0.637805822105263 -0.39034721584386 -0.863687811052632 -0.0954271436315789 -0.978163125614035 -0.842753050701754 -0.949250049824561 -0.879238327192982 -0.76564363245614 -0.874469402807018 -0.860185558596491 -0.746286158245614
7 "WALKING_DOWNSTAIRS" 0.28030708 -0.0166332372978723 -0.096938308587234 0.0660815600978723 -0.138179072734043 -0.0636402447755319 0.930623632765957 -0.12987167306383 -0.154935538544681 -0.964875962978723 -0.952678693617021 -0.92875646893617 0.0968926184638298 -0.0191061075170213 -0.0160390392510638 0.0285033927287234 -0.296279674759574 -0.347107758021277 -0.105409612961702 -0.049717460606383 0.116894769042766 -0.407744096 -0.29262613606383 -0.401051415531915 -0.0597273512680851 -0.0381904275744681 -0.0789469342553192 -0.510731018297872 -0.299520205208511 -0.425200371553192 0.0198795285851064 0.214544028088723 0.0198795285851064 0.214544028088723 -0.170319619372979 0.0901836280510638 -0.18874081887234 -0.259751603446809 -0.399229959148936 -0.29477867693617 0.0443428315319149 -0.145302311446808 -0.139216222106383 0.0730110797851064 -0.190187141297872 -0.100121492529787 -0.365650549446809 -0.0314736615829787 0.0824424244404255 -0.636945534042553 -0.783557073191489 -0.789226636382979 -0.834552239574468 -0.828444179574468 -0.81200378 -0.0305226686191489 -0.316236510319149 -0.296494902765957 0.443916682319149 0.501853573404255 -0.594042553191489 -0.519148936170213 -0.480851063829787 -0.333627288978723 -0.598725568148936 -0.824196859574468 -0.753688190638298 -0.850668699361702 -0.886300393191489 -0.495120053191489 -0.333555460851064 -0.39723463593617 -0.814450304680851 -0.281131202893617 0.521850724468085 -0.0311596522702128 -0.858140220638298 -0.426832949361702 -0.953737442765957 -0.901385104893617 -0.945254429361702 -0.813069415319149 -0.929336625744681 -0.87795883787234 -0.832987627234043 -0.841363426808511
7 "WALKING_UPSTAIRS" 0.248706923078431 -0.0275639005607843 -0.143769688803922 -0.29487297445098 -0.32616002254902 -0.145665025639216 0.81874656 -0.240950944117647 -0.403599709607843 -0.932823053333333 -0.939774255490196 -0.881675909607843 0.0724649938509804 -0.000812387078431372 -7.4519666666666e-05 -0.415153115882353 -0.519897595686274 -0.60780843627451 -0.138778108029412 -0.00247161973 0.139217071509804 -0.363853236862745 -0.572996820784314 -0.348980051411765 -0.0856640866647059 -0.0482219105196078 -0.072451747827451 -0.616812659215686 -0.671243739607843 -0.682184175686275 -0.198074437978431 -0.33474460745098 -0.198074437978431 -0.33474460745098 -0.458695232352941 -0.471265710980392 -0.239099165627451 -0.418144852156863 -0.661969771960784 -0.67642807254902 -0.336199426470588 -0.381590523137255 -0.317461021372549 -0.279870086215686 -0.341025552941176 -0.124912269443137 -0.432684590196078 -0.135079176790196 -0.273730521360588 -0.756986014705882 -0.896011515882353 -0.909022341176471 -0.930840581568627 -0.929586527254902 -0.92991371627451 -0.454647881960784 -0.53707567 -0.581764526862745 0.247037974372549 0.217953885058824 -0.701960784313726 -0.411764705882353 -0.736470588235294 -0.391182549629412 -0.875567090196078 -0.903005749019608 -0.891998927843137 -0.963636572156863 -0.963791813921569 -0.393062890647059 -0.356168608431373 -0.291215556692157 -0.774643748823529 -0.576140830392157 0.432413569411765 0.219429055882353 -0.713683258705882 -0.0389534498235294 -0.948880098235294 -0.94371482745098 -0.948517955882353 -0.791785451176471 -0.952534278235294 -0.905050293529412 -0.970565814705882 -0.957239292156863
8 "LAYING" 0.261254282907407 -0.0212281733881481 -0.102245365611111 -0.94304121537037 -0.93489116 -0.932491454407407 -0.405930036111111 0.589922434814815 0.719831539259259 -0.918873192333333 -0.957990036481482 -0.94183626337037 0.0878326902592593 0.0233299159137037 -0.0169218791344444 -0.973253042222222 -0.976520952037037 -0.96608757462963 0.00535361206851852 -0.0891374138592593 0.13818830737037 -0.965204017592593 -0.952039385740741 -0.96758975462963 -0.106445008314815 -0.0389735198722222 -0.0694123150925926 -0.969924077407407 -0.974186451851852 -0.987601203703704 -0.935308633888889 -0.91325033 -0.935308633888889 -0.91325033 -0.97314748962963 -0.962954517222222 -0.924253348518518 -0.932470764444444 -0.978438191296296 -0.969029111666667 -0.953538563888889 -0.951816663703704 -0.944269514074074 -0.940125298333333 -0.931236756962963 -0.931146497518519 -0.307248374366667 0.00539754357407408 0.192435787087778 -0.984036021851852 -0.998624556296296 -0.998854766481482 -0.998671899814815 -0.997098034444444 -0.996355166851852 -0.973110596111111 -0.975877437407407 -0.962111136666667 -0.93735800462963 -0.86970842 -0.28 -0.311851851851852 -0.191111111111111 0.164984298959259 -0.99889676462963 -0.99938289462963 -0.999447746296296 -0.99848176 -0.997984962037037 -0.970671966481481 -0.969906657962963 -0.965558346481482 -0.997950356481481 -0.980587930555556 -0.608817214333333 0.140446785851852 -0.271279348888889 -0.308840712481481 -0.999197651481481 -0.998069106481482 -0.998825092222222 -0.998422466851852 -0.998431447962963 -0.997481926851852 -0.998585083888889 -0.999443562037037
8 "SITTING" 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391 0.832453878043478 0.240095117065217 0.263895185521739 -0.966757967173913 -0.937462301369565 -0.935475331521739 0.0786713761086957 -0.00657516306713044 -0.0106808920069565 -0.985188753695652 -0.980784606086957 -0.985285807173913 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.984524052826087 -0.97150069673913 -0.959623548478261 -0.0923150250434783 -0.0402673770652174 -0.0445732240217391 -0.993264647391304 -0.98887627673913 -0.985241405434783 -0.952139704347826 -0.929943615630435 -0.952139704347826 -0.929943615630435 -0.986061512173913 -0.980667377391304 -0.93268224326087 -0.953001632173913 -0.991807428043478 -0.986756670869565 -0.981142909782609 -0.94421971826087 -0.959436275869565 -0.978256730652174 -0.923829969347826 -0.933889846521739 -0.164187373097826 0.107278338519565 0.060048457826087 -0.971905869565217 -0.998572423043478 -0.998526976956522 -0.997344285652174 -0.995893470434783 -0.992623520434783 -0.984977270652174 -0.980221104565217 -0.982995311086956 -0.959249740217391 -0.961158396086957 -0.220869565217391 -0.348695652173913 -0.251304347826087 0.227828617 -0.999394011956522 -0.999721382173913 -0.999493654347826 -0.999721351304348 -0.999576096086957 -0.962632253913044 -0.963866785 -0.982462254565217 -0.998105706956522 -0.978332331304348 -0.759850226086957 -0.171660326195652 -0.409975252326087 -0.0400210801630435 -0.999568365 -0.999655011086957 -0.999587750652174 -0.999612539130435 -0.999794145869565 -0.998946000434783 -0.999537351521739 -0.999892796086956
8 "STANDING" 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.988815418148148 -0.938479429074074 -0.926065255185185 0.957669921111111 -0.0904603488214815 -0.0979392024814815 -0.987690217222222 -0.958904114074074 -0.918293913703704 0.0753739045185185 0.00814951727462963 0.00322153267648148 -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.0219671978203704 -0.0280117633814815 0.063688907 -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.097757576 -0.0485190684259259 -0.0478483225666667 -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.953762884074074 -0.937187185222222 -0.953762884074074 -0.937187185222222 -0.984920797777778 -0.979932239074074 -0.952848496851852 -0.95322478962963 -0.987580587777778 -0.982460332222222 -0.988219862222222 -0.9500491 -0.950362935555556 -0.98918374962963 -0.936231722777778 -0.919744963888889 0.0231155666555556 0.0771842726148148 0.121181473814815 -0.98883717037037 -0.998781948703704 -0.999188708703704 -0.998659083333333 -0.997594007407407 -0.996910782222222 -0.989029238518519 -0.976177675 -0.979477193333333 -0.949439566111111 -0.943656101666667 -0.202962962962963 -0.328888888888889 -0.275555555555556 0.267296230824074 -0.999007149444444 -0.999464579074074 -0.999488482407407 -0.999460095740741 -0.998983099259259 -0.975976456111111 -0.975368678703704 -0.975869437777778 -0.998755821481481 -0.985384613333333 -0.621243815933333 -0.289905959040741 -0.480450479518518 -0.169073378003704 -0.999643008703704 -0.999423265925926 -0.99959492462963 -0.999050445740741 -0.999650017407407 -0.998105243703704 -0.999585911296296 -0.999783801851852
8 "WALKING" 0.27468631 -0.0186628865310417 -0.107252090833333 -0.173605736002083 0.380782052708333 -0.1420885318125 0.913586347916667 -0.217102194583333 -0.186267836962021 -0.974752050208333 -0.956781505625 -0.956640104791667 0.0703393490833333 -0.00603947514583333 -0.000673798876875 -0.2586886278125 0.233987544458333 -0.383200596479167 0.0235088228254167 -0.095791790535 0.0509657915395833 -0.1992097184375 -0.2119972775 -0.0754447842395833 -0.135886431360417 -0.0314880905541667 -0.0522683965333333 -0.2460827504375 -0.428055700208333 -0.388446971666667 0.0516786278104167 -0.1804072826 0.0516786278104167 -0.1804072826 -0.0668322430433333 -0.184571053979167 -0.00310243820125 -0.238746703958333 -0.339129269583333 -0.502957255416667 -0.247389011875 0.316982393333333 -0.238634594791667 -0.148386858858333 0.32484493125 -0.158437341970833 -0.380892405770833 0.00356163764166667 0.111947205354167 -0.4459986790625 0.0471820014916667 -0.557928187083333 -0.713060479791667 -0.656535059125 -0.517964428520833 -0.311198711041667 0.0796832872416667 -0.361563262083333 0.678116576041667 0.407179400020833 -0.693333333333333 -0.54 -0.425 -0.345898115416667 -0.660899910625 -0.0452016574852083 -0.525317129020833 -0.818978178125 -0.894489527708333 -0.1429742348125 -0.0624554019166667 -0.244414221479167 -0.540885502708333 -0.395908686616667 0.529760024375 -0.106279511366042 -0.539605180625 -0.12483110351875 -0.855971517083333 -0.85241774375 -0.850690152916667 -0.672270971458333 -0.908266382916667 -0.651388392916667 -0.892916573333333 -0.897389924583333
8 "WALKING_DOWNSTAIRS" 0.283484089210526 -0.0211058674973684 -0.107598135394737 0.0241393473736842 0.343826273105263 0.1337170395 0.914023498421053 -0.187610243421053 -0.141817934963684 -0.945766561578947 -0.941580934473684 -0.897190012631579 0.118938088342105 -0.0380193846210526 -0.0394356157631579 0.250143724521053 0.288140718789474 -0.0135136269 -0.121189625973684 -0.0500760173342105 0.114143855152368 -0.258430885531579 0.0243131207736842 -0.129565242710526 -0.0349283489710526 -0.0534969692794737 -0.0867903297078947 -0.267887897328947 -0.0704526510842105 -0.1896044435 0.176599311818421 0.131337867236842 0.176599311818421 0.131337867236842 0.262628490268421 0.2534082561 0.0993429744078947 -0.0466291872078947 -0.126189142894737 -0.157484866842105 0.136590199860526 0.388412779763158 0.159589756534211 -0.0260463260078947 0.232184078052632 0.0214914840105263 -0.200757851 0.0511555478315789 0.223078489563158 -0.380069440315789 -0.269689203836842 -0.279159903342105 -0.465162545578947 -0.553745099631579 -0.515137546394737 0.214841402815789 0.220639687868421 0.0586096890447368 0.796226082894737 0.698161727105263 -0.289473684210526 -0.368421052631579 -0.18 -0.170997897197368 -0.444040624736842 -0.339974310657895 -0.150076574342105 -0.500607805789474 -0.745292315789474 -0.268253406210526 -0.0186471349052632 -0.271311906342105 -0.613943801578947 0.0588124882026316 0.631238545789474 -0.139841026097368 -0.870059867631579 -0.484252690263158 -0.942273696578947 -0.864353869473684 -0.909956470263158 -0.708802515 -0.892631720526316 -0.623858266052632 -0.724360117105263 -0.736386953421053
8 "WALKING_UPSTAIRS" 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.171712174634146 0.348768733170732 0.121187278790244 0.860368718780488 -0.291341491707317 -0.192306960631707 -0.926673287804878 -0.931032068536585 -0.876168930487805 0.0813816809395122 0.014120592097561 -0.0674583919268293 -0.186618895268293 -0.0123501104926829 -0.447518179097561 0.19270447595122 -0.204205356087805 -0.0724546025804878 -0.367428367219512 -0.0666980861414634 0.337526477436585 -0.15544567414878 -0.027919577097561 -0.0534090382439024 -0.40507069195122 -0.424675673414634 -0.430366658780488 0.121026629195122 -0.227200254219512 0.121026629195122 -0.227200254219512 -0.141494613465854 -0.228296364146341 0.166447991 -0.109327923829268 -0.400664014146341 -0.493975031707317 -0.166411065387805 0.263431399878049 -0.0729496941121951 -0.175284990170732 0.30540146 0.133766193578049 -0.290117827804878 -0.100254405917073 -0.191852656439024 -0.0539702896829268 -0.640770424878049 -0.532169978463415 -0.715787509512195 -0.551446610609756 -0.615827668780488 -0.200277249165854 -0.0257952590634146 -0.386655803658537 0.645451233414634 0.409484801463415 -0.531707317073171 -0.437073170731707 -0.562926829268293 -0.115989564712683 -0.442570558292683 -0.709658412926829 -0.472752147560976 -0.908366347560976 -0.892211594390244 0.263202878429268 0.218864045736585 -0.428531669439024 -0.0437082324390244 -0.335396187682927 0.589765343170732 -0.236156606839512 -0.601336387804878 0.0829700031895122 -0.968959853658537 -0.899756041951219 -0.954577112682927 -0.786406794390244 -0.918056567804878 -0.454153092926829 -0.84712262 -0.894952398292683
9 "LAYING" 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.5802528348 -0.1191541962 0.9578730416 -0.9218210626 -0.9699944882 -0.9712046902 0.08807344764 0.011561732718 -0.0070536778584 -0.9647404702 -0.9639966798 -0.958562455 -0.013632036148 -0.15890291983 0.101275010682 -0.9422465098 -0.9266185314 -0.9615953704 -0.10384667982 -0.027552256948 -0.0569490475 -0.945329035 -0.9621702422 -0.9770761602 -0.9308684376 -0.91512680016 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598 -0.946865494 -0.9343665984 -0.9459190006 -0.9409810272 -0.9128367508 -0.9419711636 -0.4459627774628 -0.215336752654 0.17810728092 -0.991866218 -0.9988649692 -0.9991656414 -0.9988524852 -0.9982501776 -0.9974318292 -0.964304065 -0.9640828062 -0.955909215 -0.8683161274 -0.7702242672 -0.492 -0.5016 -0.3608 -0.08503093738 -0.996498443 -0.9992093038 -0.9991964888 -0.998559018 -0.998670829 -0.965686312 -0.9575647122 -0.9517462728 -0.9986191726 -0.9698021928 -0.3216608267 -0.21289581492 -0.4884150349 -0.39128664472 -0.9996154514 -0.9988225724 -0.9992736668 -0.9975182894 -0.9988861882 -0.9950162782 -0.9983453058 -0.9991895606
9 "SITTING" 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.109383841734 -0.120093395898 -0.1317488734546 -0.964275742 -0.9973666122 -0.9988068126 -0.9985126048 -0.997766695 -0.9964508048 -0.9655962396 -0.9580073906 -0.9575269752 -0.8515333128 -0.7901975214 -0.3632 -0.488 -0.4424 0.02039798558 -0.9948144646 -0.9980358942 -0.9988895726 -0.9990657494 -0.9989843136 -0.9341874784 -0.9349926654 -0.9653109066 -0.9919758186 -0.954350722 -0.44290790258 -0.34079507824 -0.410168889216 -0.186233016142 -0.9995526242 -0.9992858812 -0.9994526802 -0.9982188112 -0.9993864682 -0.9863597348 -0.9993196054 -0.9994446818
9 "STANDING" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.105711680368889 -0.00378721862222222 0.000165424148888888 -0.993464865111111 -0.997177779111111 -0.999001892444444 -0.998878389555556 -0.997260179333333 -0.996304055111111 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.901440015608889 -0.847196078 -0.363555555555556 -0.368 -0.332444444444444 -0.0235041479111111 -0.997103366666667 -0.997819980222222 -0.998843917555556 -0.999198301777778 -0.999277658222222 -0.944942811777778 -0.936852984222222 -0.927600785777778 -0.995374392222222 -0.964624192 -0.330368295977778 -0.16471528842 -0.638173009333333 -0.291577987577778 -0.997653708222222 -0.997920587777778 -0.997585108888889 -0.993061259111111 -0.99869973 -0.995546988888889 -0.998736549333333 -0.999635939777778
9 "WALKING" 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.955523995576923 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.206733787961538 -0.276929933846154 -0.409764526153846 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.467054167884615 -0.265683521346154 -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.526985309038462 -0.549200228076923 -0.457881494038462 -0.0980840496143461 -0.37942877 -0.0980840496143461 -0.37942877 -0.203733615519231 -0.317113487115385 -0.294542266826923 -0.489725811538462 -0.510253995769231 -0.599866472692308 -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.218019977423077 -0.223972558596154 -0.0337965256573077 -0.310727563365385 0.0213195015442308 0.0237831761442308 -0.818113800576923 -0.642073935576923 -0.838993015769231 -0.876729033846154 -0.884353764038462 -0.858445065961538 -0.314265401346154 -0.367706595 -0.399541245192308 0.407548599615385 0.418496279423077 -0.481538461538462 -0.550769230769231 -0.639230769230769 -0.378291493076923 -0.839732011923077 -0.698097064807692 -0.825996566923077 -0.8935696 -0.904587787307692 -0.342367223269231 -0.216409233346154 -0.520272667884615 -0.725310432884615 -0.346412656719231 0.502327284230769 -0.151823479534615 -0.834239681153846 -0.216793859519231 -0.962068410192308 -0.907259637115385 -0.954155120961538 -0.861859205192308 -0.923264339615385 -0.890714081538462 -0.905883394807692 -0.938893268269231
9 "WALKING_DOWNSTAIRS" 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 -0.440633905714286 0.0625058243738095 -0.0424266601952381 -0.722789678333333 -0.776087568095238 -0.868813858571429 -0.769327296904762 -0.729209682857143 -0.75979050952381 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.463293785238095 0.472993846666667 -0.755238095238095 -0.42 -0.555238095238095 -0.43402213 -0.747645662857143 -0.832171716904762 -0.843776722380952 -0.884072576428571 -0.842935373095238 -0.356561471714286 -0.224687422833333 -0.374091752238095 -0.732952933095238 -0.35346117552381 0.558882212619048 0.0259912707142857 -0.827360180714286 -0.1792434824 -0.950129234761905 -0.846831874761905 -0.938576851428571 -0.809749387142857 -0.895168766904762 -0.886427527619048 -0.790041689523809 -0.916394063571429
